Latitude (decimal degrees):	41.662
Longitude (decimal degrees):	-83.612
Elevation (m):	181
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20200121:2130,271.17,9.5,-1.68,3.31,0.0
20200121:2230,6.04,0.04,-2.0,2.76,0.0
20200121:2330,0.0,0.0,-3.11,2.55,0.0
20200122:0030,0.0,0.0,-3.7,2.48,0.0
20200122:0130,0.0,0.0,-4.21,2.69,0.0
20200122:0230,0.0,0.0,-4.48,2.76,0.0
20200122:0330,0.0,0.0,-4.83,2.83,0.0
20200122:0430,0.0,0.0,-5.37,2.97,0.0
20200122:0530,0.0,0.0,-5.75,3.17,0.0
20200122:0630,0.0,0.0,-5.97,3.38,0.0
20200122:0730,0.0,0.0,-6.45,3.52,0.0
20200122:0830,0.0,0.0,-6.56,3.52,0.0
20200122:0930,0.0,0.0,-6.68,3.52,0.0
20200122:1030,0.0,0.0,-6.72,3.72,0.0
20200122:1130,0.0,0.0,-6.79,3.72,0.0
20200122:1230,0.0,0.0,-6.83,3.79,0.0
20200122:1330,168.39,4.88,-6.91,3.79,0.0
20200122:1430,407.35,13.77,-6.21,3.72,0.0
20200122:1530,648.45,21.08,-4.62,4.41,0.0
20200122:1630,674.63,26.19,-2.89,4.97,0.0
20200122:1730,813.61,28.54,-1.35,5.31,0.0
20200122:1830,434.63,27.8,0.05,5.24,0.0
20200122:1930,441.97,24.08,0.42,4.76,0.0
20200122:2030,259.52,17.85,1.05,4.62,0.0
20200122:2130,115.02,9.72,1.01,3.79,0.0
20200122:2230,8.61,0.25,0.47,3.38,0.0
20200122:2330,0.0,0.0,-0.94,3.31,0.0
20200123:0030,0.0,0.0,-1.73,3.38,0.0
20200123:0130,0.0,0.0,-2.16,3.45,0.0
20200123:0230,0.0,0.0,-2.34,3.45,0.0
20200123:0330,0.0,0.0,-2.32,3.45,0.0
20200123:0430,0.0,0.0,-2.32,3.45,0.0
20200123:0530,0.0,0.0,-2.22,3.38,0.0
20200123:0630,0.0,0.0,-2.11,3.17,0.0
20200123:0730,0.0,0.0,-1.99,2.83,0.0
20200123:0830,0.0,0.0,-1.93,2.69,0.0
20200123:0930,0.0,0.0,-1.82,2.55,0.0
20200123:1030,0.0,0.0,-1.91,2.34,0.0
20200123:1130,0.0,0.0,-2.06,2.28,0.0
20200123:1230,0.0,0.0,-2.21,2.28,0.0
20200123:1330,36.91,5.01,-2.31,2.28,0.0
20200123:1430,150.39,13.93,-1.72,2.14,0.0
20200123:1530,398.8,21.26,-0.08,2.28,0.0
20200123:1630,733.37,26.4,2.09,2.76,0.0
20200123:1730,936.77,28.77,3.85,2.83,0.0
20200123:1830,327.79,28.04,5.14,2.62,0.0
20200123:1930,288.26,24.32,5.19,2.21,0.0
20200123:2030,248.1,18.08,6.1,1.93,0.0
20200123:2130,85.27,9.94,5.6,2.07,0.0
20200123:2230,7.08,0.46,4.36,2.62,0.0
20200123:2330,0.0,0.0,2.84,2.83,0.0
20200124:0030,0.0,0.0,2.17,2.9,0.0
20200124:0130,0.0,0.0,1.55,2.83,0.0
20200124:0230,0.0,0.0,1.27,2.76,0.0
20200124:0330,0.0,0.0,1.36,2.69,0.0
20200124:0430,0.0,0.0,1.13,2.62,0.0
20200124:0530,0.0,0.0,0.95,2.48,0.0
20200124:0630,0.0,0.0,0.53,2.48,0.0
20200124:0730,0.0,0.0,0.89,3.52,0.0
20200124:0830,0.0,0.0,1.19,4.14,0.0
20200124:0930,0.0,0.0,1.45,4.0,0.0
20200124:1030,0.0,0.0,1.51,3.86,0.0
20200124:1130,0.0,0.0,1.32,4.07,0.0
20200124:1230,0.0,0.0,1.45,4.21,0.0
20200124:1330,6.09,5.14,1.79,4.07,0.0
20200124:1430,17.86,14.08,2.27,3.93,0.0
20200124:1530,41.62,21.44,2.82,3.93,0.0
20200124:1630,91.37,26.61,3.45,3.66,0.0
20200124:1730,64.79,29.0,4.24,3.31,0.0
20200124:1830,54.84,28.29,4.65,3.1,0.0
20200124:1930,46.2,24.56,5.19,3.1,0.0
20200124:2030,30.43,18.31,5.49,2.97,0.0
20200124:2130,14.24,10.16,5.69,2.62,0.0
20200124:2230,1.13,0.67,5.61,2.28,0.0
20200124:2330,0.0,0.0,5.49,2.69,0.0
20200125:0030,0.0,0.0,5.69,2.97,0.0
20200125:0130,0.0,0.0,5.83,3.38,0.0
20200125:0230,0.0,0.0,5.65,3.38,0.0
20200125:0330,0.0,0.0,5.38,3.17,0.0
20200125:0430,0.0,0.0,4.91,3.03,0.0
20200125:0530,0.0,0.0,4.42,3.17,0.0
20200125:0630,0.0,0.0,4.02,3.24,0.0
20200125:0730,0.0,0.0,3.48,3.24,0.0
20200125:0830,0.0,0.0,3.22,3.38,0.0
20200125:0930,0.0,0.0,3.0,3.45,0.0
20200125:1030,0.0,0.0,2.69,3.52,0.0
20200125:1130,0.0,0.0,2.33,3.59,0.0
20200125:1230,0.0,-4.76,1.96,3.66,0.0
20200125:1330,59.07,5.28,1.5,3.52,0.0
20200125:1430,183.64,14.25,1.4,3.66,0.0
20200125:1530,370.84,21.63,1.95,5.24,0.0
20200125:1630,413.32,26.83,2.43,5.59,0.0
20200125:1730,449.91,29.24,3.01,4.83,0.0
20200125:1830,168.75,28.54,3.44,4.69,0.0
20200125:1930,137.93,24.81,3.82,4.83,0.0
20200125:2030,128.59,18.55,3.05,4.21,0.0
20200125:2130,55.09,10.39,2.23,4.14,0.0
20200125:2230,6.96,0.89,1.51,4.34,0.0
20200125:2330,0.0,0.0,0.91,4.41,0.0
20200126:0030,0.0,0.0,0.83,4.69,0.0
20200126:0130,0.0,0.0,0.82,4.76,0.0
20200126:0230,0.0,0.0,0.75,4.76,0.0
20200126:0330,0.0,0.0,0.69,4.76,0.0
20200126:0430,0.0,0.0,0.52,4.69,0.0
20200126:0530,0.0,0.0,0.37,4.76,0.0
20200126:0630,0.0,0.0,0.3,4.83,0.0
20200126:0730,0.0,0.0,0.08,4.97,0.0
20200126:0830,0.0,0.0,0.02,4.69,0.0
20200126:0930,0.0,0.0,0.03,4.41,0.0
20200126:1030,0.0,0.0,0.13,4.14,0.0
20200126:1130,0.0,0.0,0.23,3.93,0.0
20200126:1230,0.0,-4.63,0.24,3.86,0.0
20200126:1330,24.8,5.43,0.3,4.07,0.0
20200126:1430,94.68,14.42,0.6,4.28,0.0
20200126:1530,154.24,21.83,1.21,5.59,0.0
20200126:1630,168.94,27.05,1.66,5.52,0.0
20200126:1730,143.92,29.49,2.02,6.07,0.0
20200126:1830,127.61,28.79,2.04,6.62,0.0
20200126:1930,117.9,25.06,2.07,6.14,0.0
20200126:2030,92.7,18.8,2.24,6.48,0.0
20200126:2130,40.13,10.62,2.11,5.86,0.0
20200126:2230,4.15,1.1,1.64,5.38,0.0
20200126:2330,0.0,0.0,1.26,5.17,0.0
20200127:0030,0.0,0.0,1.1,5.03,0.0
20200127:0130,0.0,0.0,0.95,4.76,0.0
20200127:0230,0.0,0.0,0.9,4.41,0.0
20200127:0330,0.0,0.0,0.8,4.14,0.0
20200127:0430,0.0,0.0,0.67,3.93,0.0
20200127:0530,0.0,0.0,0.58,3.79,0.0
20200127:0630,0.0,0.0,0.39,3.59,0.0
20200127:0730,0.0,0.0,0.16,3.66,0.0
20200127:0830,0.0,0.0,-0.01,3.31,0.0
20200127:0930,0.0,0.0,-0.24,3.1,0.0
20200127:1030,0.0,0.0,-0.54,2.97,0.0
20200127:1130,0.0,0.0,-0.82,2.83,0.0
20200127:1230,0.0,-4.5,-0.64,2.76,0.0
20200127:1330,51.43,5.58,-0.48,2.62,0.0
20200127:1430,168.61,14.59,0.13,2.41,0.0
20200127:1530,140.05,22.03,0.81,3.38,0.0
20200127:1630,154.93,27.28,1.08,3.17,0.0
20200127:1730,172.89,29.74,1.3,3.03,0.0
20200127:1830,225.29,29.05,1.61,3.17,0.0
20200127:1930,149.89,25.32,2.65,3.45,0.0
20200127:2030,143.21,19.04,2.96,3.38,0.0
20200127:2130,70.51,10.85,3.05,3.31,0.0
20200127:2230,7.33,1.32,2.9,2.83,0.0
20200127:2330,0.0,0.0,2.35,2.41,0.0
20200128:0030,0.0,0.0,1.85,2.28,0.0
20200128:0130,0.0,0.0,1.49,2.14,0.0
20200128:0230,0.0,0.0,1.33,2.0,0.0
20200128:0330,0.0,0.0,1.15,1.93,0.0
20200128:0430,0.0,0.0,0.89,2.0,0.0
20200128:0530,0.0,0.0,0.74,2.07,0.0
20200128:0630,0.0,0.0,0.41,2.28,0.0
20200128:0730,0.0,0.0,0.55,2.9,0.0
20200128:0830,0.0,0.0,0.42,2.83,0.0
20200128:0930,0.0,0.0,0.11,2.83,0.0
20200128:1030,0.0,0.0,-0.26,2.9,0.0
20200128:1130,0.0,0.0,-0.17,2.83,0.0
20200128:1230,0.0,-4.36,-0.46,2.62,0.0
20200128:1330,99.3,5.74,-0.45,2.48,0.0
20200128:1430,141.07,14.77,-0.06,2.41,0.0
20200128:1530,161.5,22.24,0.85,2.97,0.0
20200128:1630,154.4,27.52,1.39,2.55,0.0
20200128:1730,134.64,30.0,1.79,2.28,0.0
20200128:1830,180.4,29.32,2.04,2.28,0.0
20200128:1930,145.86,25.58,2.69,3.17,0.0
20200128:2030,94.64,19.29,2.68,3.17,0.0
20200128:2130,53.62,11.09,2.44,2.9,0.0
20200128:2230,4.47,1.54,1.99,2.34,0.0
20200128:2330,0.0,0.0,1.43,2.14,0.0
20200129:0030,0.0,0.0,0.64,2.0,0.0
20200129:0130,0.0,0.0,0.3,1.72,0.0
20200129:0230,0.0,0.0,-0.04,1.45,0.0
20200129:0330,0.0,0.0,-0.42,1.38,0.0
20200129:0430,0.0,0.0,-0.66,1.31,0.0
20200129:0530,0.0,0.0,-0.95,1.38,0.0
20200129:0630,0.0,0.0,-1.18,1.38,0.0
20200129:0730,0.0,0.0,-1.13,1.24,0.0
20200129:0830,0.0,0.0,-1.42,0.97,0.0
20200129:0930,0.0,0.0,-1.57,1.1,0.0
20200129:1030,0.0,0.0,-1.59,1.52,0.0
20200129:1130,0.0,0.0,-1.7,1.79,0.0
20200129:1230,0.0,-4.22,-1.68,1.86,0.0
20200129:1330,74.15,5.9,-1.48,1.72,0.0
20200129:1430,198.22,14.96,-1.02,1.52,0.0
20200129:1530,331.36,22.46,-0.1,2.14,0.0
20200129:1630,367.4,27.76,0.64,1.93,0.0
20200129:1730,301.55,30.26,0.95,1.86,0.0
20200129:1830,241.93,29.59,0.97,1.86,0.0
20200129:1930,214.2,25.85,0.75,2.48,0.0
20200129:2030,154.8,19.54,0.67,2.83,0.0
20200129:2130,75.29,11.32,0.36,2.9,0.0
20200129:2230,7.21,1.77,-0.06,2.62,0.0
20200129:2330,0.0,0.0,-0.82,2.07,0.0
20200130:0030,0.0,0.0,-0.95,1.72,0.0
20200130:0130,0.0,0.0,-1.16,1.45,0.0
20200130:0230,0.0,0.0,-1.29,1.38,0.0
20200130:0330,0.0,0.0,-1.3,1.17,0.0
20200130:0430,0.0,0.0,-1.46,1.03,0.0
20200130:0530,0.0,0.0,-1.48,0.97,0.0
20200130:0630,0.0,0.0,-1.83,1.17,0.0
20200130:0730,0.0,0.0,-2.05,1.24,0.0
20200130:0830,0.0,0.0,-2.08,1.1,0.0
20200130:0930,0.0,0.0,-2.21,1.17,0.0
20200130:1030,0.0,0.0,-2.11,1.24,0.0
20200130:1130,0.0,0.0,-1.98,1.1,0.0
20200130:1230,0.0,-4.06,-2.08,0.9,0.0
20200130:1330,72.83,6.07,-2.25,1.1,0.0
20200130:1430,210.75,15.16,-1.43,1.1,0.0
20200130:1530,318.1,22.68,-0.65,0.83,0.0
20200130:1630,293.9,28.01,0.11,0.83,0.0
20200130:1730,244.73,30.53,0.52,1.03,0.0
20200130:1830,346.42,29.86,0.75,1.1,0.0
20200130:1930,307.32,26.12,0.85,1.1,0.0
20200130:2030,225.98,19.8,0.89,0.83,0.0
20200130:2130,88.12,11.56,0.67,0.55,0.0
20200130:2230,8.78,1.99,0.44,0.9,0.0
20200130:2330,0.0,0.0,-0.17,1.45,0.0
20200131:0030,0.0,0.0,-0.57,1.45,0.0
20200131:0130,0.0,0.0,-0.88,1.52,0.0
20200131:0230,0.0,0.0,-1.09,1.66,0.0
20200131:0330,0.0,0.0,-1.15,1.66,0.0
20200131:0430,0.0,0.0,-1.3,1.52,0.0
20200131:0530,0.0,0.0,-1.39,1.38,0.0
20200131:0630,0.0,0.0,-1.38,1.31,0.0
20200131:0730,0.0,0.0,-1.14,1.24,0.0
20200131:0830,0.0,0.0,-1.23,1.03,0.0
20200131:0930,0.0,0.0,-1.6,0.97,0.0
20200131:1030,0.0,0.0,-1.76,0.97,0.0
20200131:1130,0.0,0.0,-1.68,1.03,0.0
20200131:1230,0.0,-3.91,-1.91,1.24,0.0
20200131:1330,31.4,6.25,-1.86,1.03,0.0
20200131:1430,96.31,15.35,-1.13,1.03,0.0
20200131:1530,183.04,22.9,-0.31,1.45,0.0
20200131:1630,285.71,28.26,0.25,1.45,0.0
20200131:1730,411.18,30.8,0.79,1.24,0.0
20200131:1830,385.82,30.14,1.45,1.1,0.0
20200131:1930,350.13,26.39,1.79,0.76,0.0
20200131:2030,241.03,20.06,2.12,1.17,0.0
20200131:2130,121.69,11.81,2.12,1.38,0.0
20200131:2230,9.44,2.22,1.97,1.17,0.0
20200131:2330,0.0,0.0,1.32,1.1,0.0
20200201:0030,0.0,0.0,0.46,1.24,0.0
20200201:0130,0.0,0.0,0.04,1.31,0.0
20200201:0230,0.0,0.0,-0.34,1.45,0.0
20200201:0330,0.0,0.0,-0.61,1.45,0.0
20200201:0430,0.0,0.0,-0.7,1.24,0.0
20200201:0530,0.0,0.0,-0.91,1.31,0.0
20200201:0630,0.0,0.0,-1.18,1.38,0.0
20200201:0730,0.0,0.0,-1.15,1.1,0.0
20200201:0830,0.0,0.0,-1.2,0.97,0.0
20200201:0930,0.0,0.0,-1.28,1.1,0.0
20200201:1030,0.0,0.0,-1.24,1.24,0.0
20200201:1130,0.0,0.0,-1.24,1.38,0.0
20200201:1230,0.0,-3.75,-1.5,1.72,0.0
20200201:1330,41.61,6.43,-1.21,2.07,0.0
20200201:1430,156.65,15.56,-0.43,2.28,0.0
20200201:1530,359.01,23.14,0.75,2.69,0.0
20200201:1630,299.06,28.52,1.96,3.24,0.0
20200201:1730,257.85,31.08,2.57,4.07,0.0
20200201:1830,189.31,30.43,3.15,4.76,0.0
20200201:1930,226.98,26.67,3.23,5.31,0.0
20200201:2030,155.75,20.32,3.81,5.86,0.0
20200201:2130,47.56,12.05,3.86,5.24,0.0
20200201:2230,52.68,2.45,3.48,5.03,0.0
20200201:2330,0.0,0.0,2.93,5.38,0.0
20200202:0030,0.0,0.0,2.63,5.31,0.0
20200202:0130,0.0,0.0,2.22,5.17,0.0
20200202:0230,0.0,0.0,1.88,5.45,0.0
20200202:0330,0.0,0.0,1.42,5.17,0.0
20200202:0430,0.0,0.0,1.06,4.83,0.0
20200202:0530,0.0,0.0,0.85,4.76,0.0
20200202:0630,0.0,0.0,0.62,4.55,0.0
20200202:0730,0.0,0.0,0.47,4.28,0.0
20200202:0830,0.0,0.0,0.35,4.28,0.0
20200202:0930,0.0,0.0,0.37,4.41,0.0
20200202:1030,0.0,0.0,0.52,4.69,0.0
20200202:1130,0.0,0.0,0.78,5.72,0.0
20200202:1230,0.0,-3.58,1.44,6.62,0.0
20200202:1330,226.42,6.61,1.82,6.83,0.0
20200202:1430,469.31,15.77,2.8,7.38,0.0
20200202:1530,767.45,23.38,4.37,7.59,0.0
20200202:1630,929.8,28.79,6.3,8.21,0.0
20200202:1730,995.45,31.37,8.12,8.48,0.0
20200202:1830,978.12,30.72,9.67,8.41,0.0
20200202:1930,863.23,26.95,11.48,8.62,0.0
20200202:2030,644.77,20.59,11.76,8.62,0.0
20200202:2130,402.27,12.3,11.29,8.28,0.0
20200202:2230,171.14,2.67,10.31,7.38,0.0
20200202:2330,0.0,0.0,8.77,6.62,0.0
20200203:0030,0.0,0.0,8.18,6.97,0.0
20200203:0130,0.0,0.0,7.56,6.07,0.0
20200203:0230,0.0,0.0,7.19,6.55,0.0
20200203:0330,0.0,0.0,6.89,6.21,0.0
20200203:0430,0.0,0.0,6.27,5.31,0.0
20200203:0530,0.0,0.0,5.38,4.48,0.0
20200203:0630,0.0,0.0,4.37,3.66,0.0
20200203:0730,0.0,0.0,3.35,2.97,0.0
20200203:0830,0.0,0.0,2.56,2.83,0.0
20200203:0930,0.0,0.0,1.78,2.55,0.0
20200203:1030,0.0,0.0,1.03,2.41,0.0
20200203:1130,0.0,0.0,0.33,2.21,0.0
20200203:1230,0.0,-3.41,-0.34,1.93,0.0
20200203:1330,222.31,6.8,-1.03,1.1,0.0
20200203:1430,430.12,15.99,0.44,0.55,0.0
20200203:1530,606.72,23.62,3.57,1.17,0.0
20200203:1630,572.07,29.06,6.11,1.93,0.0
20200203:1730,554.48,31.65,7.86,2.0,0.0
20200203:1830,843.17,31.01,9.01,1.66,0.0
20200203:1930,818.14,27.23,11.06,1.72,0.0
20200203:2030,555.89,20.85,11.5,1.93,0.0
20200203:2130,238.27,12.54,11.14,2.21,0.0
20200203:2230,52.75,2.91,9.59,3.17,0.0
20200203:2330,0.0,0.0,7.06,3.38,0.0
20200204:0030,0.0,0.0,5.57,3.1,0.0
20200204:0130,0.0,0.0,4.8,2.48,0.0
20200204:0230,0.0,0.0,4.9,1.86,0.0
20200204:0330,0.0,0.0,5.82,0.34,0.0
20200204:0430,0.0,0.0,5.91,0.48,0.0
20200204:0530,0.0,0.0,4.88,0.9,0.0
20200204:0630,0.0,0.0,4.65,0.97,0.0
20200204:0730,0.0,0.0,3.92,1.24,0.0
20200204:0830,0.0,0.0,3.91,1.72,0.0
20200204:0930,0.0,0.0,3.79,2.69,0.0
20200204:1030,0.0,0.0,2.65,3.52,0.0
20200204:1130,0.0,0.0,1.65,3.86,0.0
20200204:1230,0.0,-3.23,1.29,4.21,0.0
20200204:1330,24.15,7.0,1.38,4.62,0.0
20200204:1430,57.16,16.21,1.6,5.03,0.0
20200204:1530,102.6,23.87,1.68,5.24,0.0
20200204:1630,87.01,29.34,1.77,5.38,0.0
20200204:1730,96.99,31.95,1.57,5.17,0.0
20200204:1830,79.65,31.31,1.49,5.1,0.0
20200204:1930,83.27,27.52,1.64,5.24,0.0
20200204:2030,76.85,21.12,1.57,5.24,0.0
20200204:2130,30.34,12.79,1.48,4.76,0.0
20200204:2230,5.56,3.14,1.34,4.41,0.0
20200204:2330,0.0,0.0,1.15,4.07,0.0
20200205:0030,0.0,0.0,1.07,4.0,0.0
20200205:0130,0.0,0.0,0.83,4.14,0.0
20200205:0230,0.0,0.0,0.79,4.34,0.0
20200205:0330,0.0,0.0,0.59,4.41,0.0
20200205:0430,0.0,0.0,0.22,4.21,0.0
20200205:0530,0.0,0.0,0.01,4.28,0.0
20200205:0630,0.0,0.0,-0.37,4.69,0.0
20200205:0730,0.0,0.0,-0.76,4.69,0.0
20200205:0830,0.0,0.0,-1.48,4.9,0.0
20200205:0930,0.0,0.0,-2.23,4.97,0.0
20200205:1030,0.0,0.0,-2.79,4.83,0.0
20200205:1130,0.0,0.0,-3.3,4.48,0.0
20200205:1230,0.0,-3.04,-3.55,4.62,0.0
20200205:1330,100.8,7.2,-3.68,4.34,0.0
20200205:1430,393.91,16.43,-3.53,4.62,0.0
20200205:1530,630.05,24.12,-2.89,4.83,0.0
20200205:1630,858.45,29.62,-2.12,4.83,0.0
20200205:1730,877.24,32.25,-1.29,4.69,0.0
20200205:1830,642.63,31.61,-0.66,4.69,0.0
20200205:1930,494.44,27.81,-0.76,5.1,0.0
20200205:2030,233.98,21.4,-0.86,5.52,0.0
20200205:2130,43.5,13.04,-1.32,5.66,0.0
20200205:2230,4.81,3.37,-1.93,5.59,0.0
20200205:2330,0.0,0.0,-2.25,6.28,0.0
20200206:0030,0.0,0.0,-2.53,6.0,0.0
20200206:0130,0.0,0.0,-2.75,5.86,0.0
20200206:0230,0.0,0.0,-3.14,5.24,0.0
20200206:0330,0.0,0.0,-3.39,4.83,0.0
20200206:0430,0.0,0.0,-3.34,5.93,0.0
20200206:0530,0.0,0.0,-3.21,5.72,0.0
20200206:0630,0.0,0.0,-3.15,5.86,0.0
20200206:0730,0.0,0.0,-3.15,5.17,0.0
20200206:0830,0.0,0.0,-3.24,4.9,0.0
20200206:0930,0.0,0.0,-3.39,4.62,0.0
20200206:1030,0.0,0.0,-3.46,4.62,0.0
20200206:1130,0.0,0.0,-3.44,4.62,0.0
20200206:1230,0.0,-2.85,-3.39,4.69,0.0
20200206:1330,48.92,7.41,-3.33,4.69,0.0
20200206:1430,127.5,16.67,-3.07,4.76,0.0
20200206:1530,149.49,24.38,-2.81,4.83,0.0
20200206:1630,175.67,29.9,-2.49,4.83,0.0
20200206:1730,235.66,32.55,-2.28,4.97,0.0
20200206:1830,225.83,31.92,-1.98,4.83,0.0
20200206:1930,64.87,28.11,-2.09,5.1,0.0
20200206:2030,55.13,21.67,-2.3,4.55,0.0
20200206:2130,42.34,13.3,-2.36,4.0,0.0
20200206:2230,19.14,3.6,-2.41,3.59,0.0
20200206:2330,0.0,0.0,-2.73,3.52,0.0
20200207:0030,0.0,0.0,-2.84,3.59,0.0
20200207:0130,0.0,0.0,-2.96,3.72,0.0
20200207:0230,0.0,0.0,-3.06,4.14,0.0
20200207:0330,0.0,0.0,-3.28,4.28,0.0
20200207:0430,0.0,0.0,-3.36,3.93,0.0
20200207:0530,0.0,0.0,-3.41,3.93,0.0
20200207:0630,0.0,0.0,-3.45,4.07,0.0
20200207:0730,0.0,0.0,-3.16,4.14,0.0
20200207:0830,0.0,0.0,-3.01,3.72,0.0
20200207:0930,0.0,0.0,-3.04,4.34,0.0
20200207:1030,0.0,0.0,-2.95,4.9,0.0
20200207:1130,0.0,0.0,-2.9,5.17,0.0
20200207:1230,0.0,-2.66,-2.89,4.83,0.0
20200207:1330,22.05,7.62,-2.84,4.97,0.0
20200207:1430,105.81,16.9,-2.8,5.17,0.0
20200207:1530,333.3,24.65,-2.62,6.41,0.0
20200207:1630,504.1,30.19,-2.08,6.76,0.0
20200207:1730,466.5,32.86,-1.38,5.93,0.0
20200207:1830,724.31,32.23,-0.9,4.9,0.0
20200207:1930,765.16,28.41,-0.27,5.31,0.0
20200207:2030,516.34,21.95,0.13,5.03,0.0
20200207:2130,386.87,13.55,-0.03,4.21,0.0
20200207:2230,100.39,3.84,-0.38,3.72,0.0
20200207:2330,0.0,0.0,-1.37,3.72,0.0
20200208:0030,0.0,0.0,-2.04,3.79,0.0
20200208:0130,0.0,0.0,-2.54,3.93,0.0
20200208:0230,0.0,0.0,-2.82,3.93,0.0
20200208:0330,0.0,0.0,-3.13,3.79,0.0
20200208:0430,0.0,0.0,-3.57,3.59,0.0
20200208:0530,0.0,0.0,-3.98,3.38,0.0
20200208:0630,0.0,0.0,-4.37,3.1,0.0
20200208:0730,0.0,0.0,-4.12,3.31,0.0
20200208:0830,0.0,0.0,-4.18,3.45,0.0
20200208:0930,0.0,0.0,-4.28,3.52,0.0
20200208:1030,0.0,0.0,-4.38,3.45,0.0
20200208:1130,0.0,0.0,-4.46,3.24,0.0
20200208:1230,0.0,-2.46,-4.35,3.03,0.0
20200208:1330,120.02,7.84,-4.23,2.83,0.0
20200208:1430,333.33,17.14,-3.47,2.76,0.0
20200208:1530,434.59,24.92,-2.31,3.03,0.0
20200208:1630,675.63,30.49,-1.27,3.1,0.0
20200208:1730,678.68,33.17,-0.22,2.62,0.0
20200208:1830,555.21,32.54,0.48,2.28,0.0
20200208:1930,551.19,28.71,0.87,2.07,0.0
20200208:2030,419.36,22.22,1.04,1.66,0.0
20200208:2130,262.75,13.81,1.07,1.72,0.0
20200208:2230,85.86,4.08,0.65,1.31,0.0
20200208:2330,0.0,0.0,-0.92,1.52,0.0
20200209:0030,0.0,0.0,-2.26,1.93,0.0
20200209:0130,0.0,0.0,-2.67,1.86,0.0
20200209:0230,0.0,0.0,-3.13,2.0,0.0
20200209:0330,0.0,0.0,-4.2,2.21,0.0
20200209:0430,0.0,0.0,-5.41,2.41,0.0
20200209:0530,0.0,0.0,-6.58,2.55,0.0
20200209:0630,0.0,0.0,-7.54,2.62,0.0
20200209:0730,0.0,0.0,-7.05,2.62,0.0
20200209:0830,0.0,0.0,-6.43,2.76,0.0
20200209:0930,0.0,0.0,-5.75,2.83,0.0
20200209:1030,0.0,0.0,-5.34,2.83,0.0
20200209:1130,0.0,0.0,-5.79,2.83,0.0
20200209:1230,0.0,-2.25,-5.92,2.69,0.0
20200209:1330,243.46,8.07,-6.35,2.76,0.0
20200209:1430,491.84,17.39,-5.49,2.83,0.0
20200209:1530,595.62,25.19,-3.43,3.24,0.0
20200209:1630,626.94,30.79,-1.31,3.59,0.0
20200209:1730,418.41,33.49,0.06,4.34,0.0
20200209:1830,318.36,32.86,0.74,4.83,0.0
20200209:1930,211.71,29.01,1.09,4.9,0.0
20200209:2030,113.77,22.5,1.28,4.76,0.0
20200209:2130,58.7,14.06,1.05,5.59,0.0
20200209:2230,17.25,4.31,0.58,6.55,0.0
20200209:2330,0.0,0.0,0.42,6.41,0.0
20200210:0030,0.0,0.0,0.78,6.55,0.0
20200210:0130,0.0,0.0,1.27,7.03,0.0
20200210:0230,0.0,0.0,1.93,6.83,0.0
20200210:0330,0.0,0.0,2.68,6.28,0.0
20200210:0430,0.0,0.0,3.02,5.59,0.0
20200210:0530,0.0,0.0,3.18,4.83,0.0
20200210:0630,0.0,0.0,3.19,4.28,0.0
20200210:0730,0.0,0.0,2.44,3.24,0.0
20200210:0830,0.0,0.0,2.22,2.97,0.0
20200210:0930,0.0,0.0,2.05,3.03,0.0
20200210:1030,0.0,0.0,1.9,2.83,0.0
20200210:1130,0.0,0.0,1.57,2.62,0.0
20200210:1230,0.0,-2.04,1.22,2.55,0.0
20200210:1330,59.12,8.29,0.95,2.41,0.0
20200210:1430,146.85,17.64,1.05,2.34,0.0
20200210:1530,187.69,25.47,1.18,2.83,0.0
20200210:1630,241.36,31.1,1.21,2.9,0.0
20200210:1730,245.85,33.81,1.25,2.9,0.0
20200210:1830,246.49,33.18,1.27,2.83,0.0
20200210:1930,221.85,29.31,2.17,2.76,0.0
20200210:2030,173.47,22.79,2.04,2.62,0.0
20200210:2130,89.78,14.32,1.86,2.76,0.0
20200210:2230,24.41,4.55,1.54,2.41,0.0
20200210:2330,0.0,0.0,1.11,1.93,0.0
20200211:0030,0.0,0.0,0.69,1.93,0.0
20200211:0130,0.0,0.0,0.39,1.72,0.0
20200211:0230,0.0,0.0,0.12,1.17,0.0
20200211:0330,0.0,0.0,0.12,0.55,0.0
20200211:0430,0.0,0.0,0.22,0.41,0.0
20200211:0530,0.0,0.0,0.1,0.14,0.0
20200211:0630,0.0,0.0,-0.54,0.69,0.0
20200211:0730,0.0,0.0,-1.14,1.52,0.0
20200211:0830,0.0,0.0,-1.2,1.93,0.0
20200211:0930,0.0,0.0,-1.07,1.93,0.0
20200211:1030,0.0,0.0,-1.11,2.0,0.0
20200211:1130,0.0,0.0,-1.16,2.07,0.0
20200211:1230,0.0,-1.83,-1.29,1.86,0.0
20200211:1330,60.59,8.53,-1.45,1.66,0.0
20200211:1430,243.99,17.9,-1.01,2.07,0.0
20200211:1530,547.87,25.76,-0.1,2.76,0.0
20200211:1630,609.98,31.41,1.07,3.72,0.0
20200211:1730,847.14,34.14,1.97,4.34,0.0
20200211:1830,946.71,33.51,2.81,4.83,0.0
20200211:1930,474.55,29.62,3.35,5.66,0.0
20200211:2030,328.11,23.07,2.96,6.07,0.0
20200211:2130,205.77,14.58,2.6,6.21,0.0
