Latitude (decimal degrees):	41.662
Longitude (decimal degrees):	-83.612
Elevation (m):	181
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200312:2130,7.04,64.02,2.32,22.08,13.52,2.07,0.0
20200312:2230,0.0,26.73,0.92,11.61,12.29,2.21,0.0
20200312:2330,0.0,4.07,0.15,0.59,11.57,2.97,0.0
20200313:0030,0.0,0.0,0.0,0.0,11.44,3.1,0.0
20200313:0130,0.0,0.0,0.0,0.0,11.27,3.45,0.0
20200313:0230,0.0,0.0,0.0,0.0,10.94,3.17,0.0
20200313:0330,0.0,0.0,0.0,0.0,10.7,3.1,0.0
20200313:0430,0.0,0.0,0.0,0.0,10.73,3.03,0.0
20200313:0530,0.0,0.0,0.0,0.0,10.66,3.45,0.0
20200313:0630,0.0,0.0,0.0,0.0,11.02,5.31,0.0
20200313:0730,0.0,0.0,0.0,0.0,10.78,6.34,0.0
20200313:0830,0.0,0.0,0.0,0.0,9.86,8.14,0.0
20200313:0930,0.0,0.0,0.0,0.0,6.83,8.21,0.0
20200313:1030,0.0,0.0,0.0,0.0,5.1,7.52,0.0
20200313:1130,0.0,0.0,0.0,-4.69,4.62,7.17,0.0
20200313:1230,12.88,33.74,1.3,6.47,4.26,7.1,0.0
20200313:1330,61.97,91.84,4.07,17.28,3.83,7.38,0.0
20200313:1430,207.06,171.64,9.08,27.31,3.78,7.52,0.0
20200313:1530,423.9,223.8,14.55,35.95,4.34,7.59,0.0
20200313:1630,732.21,203.62,20.02,42.3,5.31,7.86,0.0
20200313:1730,727.91,256.04,21.3,45.29,6.7,8.48,0.0
20200313:1830,648.32,244.93,19.51,44.24,7.44,8.41,0.0
20200313:1930,710.86,189.64,19.16,39.41,8.09,8.62,0.0
20200313:2030,655.2,113.13,15.99,31.76,8.4,8.14,0.0
20200313:2130,435.77,94.23,10.88,22.32,8.35,7.93,0.0
20200313:2230,182.54,66.06,4.99,11.83,7.77,7.38,0.0
20200313:2330,0.0,8.3,0.31,0.8,6.79,5.93,0.0
20200314:0030,0.0,0.0,0.0,0.0,5.47,5.24,0.0
20200314:0130,0.0,0.0,0.0,0.0,4.55,4.83,0.0
20200314:0230,0.0,0.0,0.0,0.0,3.74,4.0,0.0
20200314:0330,0.0,0.0,0.0,0.0,2.8,3.03,0.0
20200314:0430,0.0,0.0,0.0,0.0,1.96,2.76,0.0
20200314:0530,0.0,0.0,0.0,0.0,1.29,2.48,0.0
20200314:0630,0.0,0.0,0.0,0.0,0.67,2.55,0.0
20200314:0730,0.0,0.0,0.0,0.0,0.79,2.34,0.0
20200314:0830,0.0,0.0,0.0,0.0,0.1,2.14,0.0
20200314:0930,0.0,0.0,0.0,0.0,-0.27,2.34,0.0
20200314:1030,0.0,0.0,0.0,0.0,0.36,1.86,0.0
20200314:1130,0.0,0.0,0.0,-4.37,0.59,1.66,0.0
20200314:1230,63.18,42.51,2.24,6.79,0.71,1.45,0.0
20200314:1330,141.23,133.27,6.55,17.61,1.26,1.59,0.0
20200314:1430,111.6,222.37,9.16,27.66,2.46,2.55,0.0
20200314:1530,108.46,283.09,11.22,36.32,3.01,2.34,0.0
20200314:1630,92.26,313.36,12.06,42.69,3.63,2.07,0.0
20200314:1730,84.37,326.82,12.42,45.69,4.08,1.86,0.0
20200314:1830,2.3,179.73,6.21,44.61,4.5,1.52,0.0
20200314:1930,6.1,155.12,5.43,39.74,3.38,2.34,0.0
20200314:2030,12.38,126.64,4.56,32.05,3.1,2.69,0.0
20200314:2130,0.14,54.67,1.88,22.57,2.82,2.62,0.0
20200314:2230,0.0,28.74,0.99,12.05,2.24,2.55,0.0
20200314:2330,0.0,3.8,0.14,1.01,1.83,2.97,0.0
20200315:0030,0.0,0.0,0.0,0.0,1.42,3.1,0.0
20200315:0130,0.0,0.0,0.0,0.0,1.17,3.03,0.0
20200315:0230,0.0,0.0,0.0,0.0,1.03,3.1,0.0
20200315:0330,0.0,0.0,0.0,0.0,0.71,3.17,0.0
20200315:0430,0.0,0.0,0.0,0.0,0.45,3.59,0.0
20200315:0530,0.0,0.0,0.0,0.0,0.23,4.0,0.0
20200315:0630,0.0,0.0,0.0,0.0,-0.24,3.79,0.0
20200315:0730,0.0,0.0,0.0,0.0,-0.23,4.28,0.0
20200315:0830,0.0,0.0,0.0,0.0,-0.45,4.76,0.0
20200315:0930,0.0,0.0,0.0,0.0,-0.63,4.9,0.0
20200315:1030,0.0,0.0,0.0,0.0,-0.67,4.48,0.0
20200315:1130,0.0,0.0,0.0,-4.06,-0.57,3.66,0.0
20200315:1230,23.34,41.36,1.72,7.1,-0.61,2.97,0.0
20200315:1330,121.41,118.85,5.89,17.94,-0.13,3.38,0.0
20200315:1430,359.3,169.87,11.81,28.01,0.78,4.41,0.0
20200315:1530,363.79,279.6,15.18,36.7,1.97,4.55,0.0
20200315:1630,548.53,288.96,18.93,43.09,3.0,4.69,0.0
20200315:1730,520.67,314.57,19.21,46.09,3.81,4.9,0.0
20200315:1830,604.4,271.93,19.59,44.99,4.29,5.1,0.0
20200315:1930,712.59,178.63,19.2,40.06,4.96,5.24,0.0
20200315:2030,639.57,119.42,16.1,32.32,4.89,5.03,0.0
20200315:2130,441.61,90.01,11.14,22.81,4.59,4.69,0.0
20200315:2230,195.47,61.18,5.28,12.27,3.94,4.21,0.0
20200315:2330,0.0,8.61,0.33,1.22,2.91,3.24,0.0
20200316:0030,0.0,0.0,0.0,0.0,1.42,2.83,0.0
20200316:0130,0.0,0.0,0.0,0.0,0.44,2.9,0.0
20200316:0230,0.0,0.0,0.0,0.0,-0.13,3.03,0.0
20200316:0330,0.0,0.0,0.0,0.0,-0.47,3.17,0.0
20200316:0430,0.0,0.0,0.0,0.0,-0.7,3.38,0.0
20200316:0530,0.0,0.0,0.0,0.0,-0.93,3.52,0.0
20200316:0630,0.0,0.0,0.0,0.0,-1.13,3.66,0.0
20200316:0730,0.0,0.0,0.0,0.0,-1.36,3.31,0.0
20200316:0830,0.0,0.0,0.0,0.0,-1.49,3.31,0.0
20200316:0930,0.0,0.0,0.0,0.0,-1.54,3.1,0.0
20200316:1030,0.0,0.0,0.0,0.0,-1.55,2.83,0.0
20200316:1130,0.0,0.0,0.0,-3.74,-1.57,2.48,0.0
20200316:1230,32.96,44.39,1.97,7.42,-1.55,1.86,0.0
20200316:1330,73.1,114.21,5.03,18.27,-0.29,1.45,0.0
20200316:1430,124.37,185.06,8.28,28.36,1.04,1.72,0.0
20200316:1530,251.44,258.35,12.78,37.07,2.45,1.86,0.0
20200316:1630,349.17,293.64,15.64,43.49,4.13,1.38,0.0
20200316:1730,491.3,255.12,17.21,46.49,5.64,0.41,0.0
20200316:1830,551.46,256.34,18.32,45.36,6.98,0.62,0.0
20200316:1930,163.11,252.04,11.23,40.39,8.53,1.52,0.0
20200316:2030,3.89,103.7,3.63,32.6,8.43,1.66,0.0
20200316:2130,72.45,69.37,3.7,23.05,7.32,0.76,0.0
20200316:2230,3.38,17.27,0.66,12.49,6.7,0.97,0.0
20200316:2330,0.0,3.45,0.13,1.43,5.64,0.97,0.0
20200317:0030,0.0,0.0,0.0,0.0,5.07,1.17,0.0
20200317:0130,0.0,0.0,0.0,0.0,4.69,1.31,0.0
20200317:0230,0.0,0.0,0.0,0.0,4.18,1.66,0.0
20200317:0330,0.0,0.0,0.0,0.0,4.13,1.72,0.0
20200317:0430,0.0,0.0,0.0,0.0,4.15,1.93,0.0
20200317:0530,0.0,0.0,0.0,0.0,3.93,2.21,0.0
20200317:0630,0.0,0.0,0.0,0.0,3.69,2.34,0.0
20200317:0730,0.0,0.0,0.0,0.0,3.47,2.48,0.0
20200317:0830,0.0,0.0,0.0,0.0,3.71,2.9,0.0
20200317:0930,0.0,0.0,0.0,0.0,3.78,3.38,0.0
20200317:1030,0.0,0.0,0.0,0.0,3.83,3.52,0.0
20200317:1130,0.0,0.0,0.0,-3.42,3.77,3.59,0.0
20200317:1230,19.96,37.82,1.6,7.75,3.57,3.52,0.0
20200317:1330,47.65,101.28,4.25,18.6,3.83,3.45,0.0
20200317:1430,188.48,155.75,8.53,28.71,4.41,4.28,0.0
20200317:1530,91.9,232.9,9.44,37.45,5.19,4.62,0.0
20200317:1630,80.86,245.03,9.72,43.88,5.82,4.69,0.0
20200317:1730,74.62,299.27,11.42,46.89,6.31,4.62,0.0
20200317:1830,198.93,261.57,12.24,45.73,6.87,4.55,0.0
20200317:1930,208.82,309.8,13.76,40.71,7.91,4.69,0.0
20200317:2030,297.72,231.63,12.72,32.88,8.58,4.48,0.0
20200317:2130,307.62,139.75,10.05,23.3,8.95,4.28,0.0
20200317:2230,172.14,66.15,5.19,12.71,8.89,4.0,0.0
20200317:2330,0.0,10.02,0.34,1.64,8.09,3.03,0.0
20200318:0030,0.0,0.0,0.0,0.0,6.05,2.69,0.0
20200318:0130,0.0,0.0,0.0,0.0,4.48,2.55,0.0
20200318:0230,0.0,0.0,0.0,0.0,3.24,2.48,0.0
20200318:0330,0.0,0.0,0.0,0.0,2.2,2.34,0.0
20200318:0430,0.0,0.0,0.0,0.0,1.22,2.21,0.0
20200318:0530,0.0,0.0,0.0,0.0,0.39,2.21,0.0
20200318:0630,0.0,0.0,0.0,0.0,-0.19,2.14,0.0
20200318:0730,0.0,0.0,0.0,0.0,0.61,0.76,0.0
20200318:0830,0.0,0.0,0.0,0.0,-0.84,1.38,0.0
20200318:0930,0.0,0.0,0.0,0.0,-1.12,1.79,0.0
20200318:1030,0.0,0.0,0.0,0.0,-0.38,1.79,0.0
20200318:1130,0.0,0.0,0.0,-3.1,-0.11,1.72,0.0
20200318:1230,20.12,60.4,2.35,8.07,-0.01,1.93,0.0
20200318:1330,36.27,134.67,5.17,18.93,1.41,1.38,0.0
20200318:1430,72.18,200.52,8.0,29.07,3.75,2.21,0.0
20200318:1530,95.86,274.95,10.88,37.83,5.43,3.03,0.0
20200318:1630,83.22,298.25,11.51,44.28,6.65,4.0,0.0
20200318:1730,46.43,283.41,10.47,47.29,7.33,4.21,0.0
20200318:1830,23.15,213.31,7.72,46.1,7.96,4.0,0.0
20200318:1930,2.24,121.79,4.22,41.03,8.13,2.83,0.0
20200318:2030,0.0,40.12,1.38,33.15,7.18,3.17,0.0
20200318:2130,0.0,33.43,1.15,23.54,5.97,3.79,0.0
20200318:2230,0.07,9.04,0.31,12.93,5.27,3.93,0.0
20200318:2330,0.0,2.43,0.08,1.85,4.71,3.79,0.0
20200319:0030,0.0,0.0,0.0,0.0,4.33,3.72,0.0
20200319:0130,0.0,0.0,0.0,0.0,4.12,3.52,0.0
20200319:0230,0.0,0.0,0.0,0.0,3.93,3.72,0.0
20200319:0330,0.0,0.0,0.0,0.0,3.86,3.1,0.0
20200319:0430,0.0,0.0,0.0,0.0,3.9,2.9,0.0
20200319:0530,0.0,0.0,0.0,0.0,4.07,3.03,0.0
20200319:0630,0.0,0.0,0.0,0.0,4.33,2.48,0.0
20200319:0730,0.0,0.0,0.0,0.0,3.97,2.34,0.0
20200319:0830,0.0,0.0,0.0,0.0,3.94,1.86,0.0
20200319:0930,0.0,0.0,0.0,0.0,3.96,1.66,0.0
20200319:1030,0.0,0.0,0.0,0.0,3.93,1.86,0.0
20200319:1130,0.0,0.0,0.0,-2.79,3.96,1.17,0.0
20200319:1230,0.56,37.42,1.29,8.39,3.9,1.66,0.0
20200319:1330,10.91,105.82,3.81,19.27,4.51,2.97,0.0
20200319:1430,54.12,202.0,7.78,29.42,5.42,2.48,0.0
20200319:1530,102.81,280.56,11.19,38.2,7.23,2.97,0.0
20200319:1630,47.09,269.91,10.02,44.68,8.52,2.69,0.0
20200319:1730,68.78,280.97,10.76,47.69,9.73,2.69,0.0
20200319:1830,5.4,181.86,6.34,46.47,11.07,3.1,0.0
20200319:1930,30.58,183.12,6.82,41.35,9.93,3.31,0.0
20200319:2030,6.9,102.61,3.65,33.43,10.58,3.79,0.0
20200319:2130,1.15,50.85,1.77,23.77,10.78,3.1,0.0
20200319:2230,0.0,13.6,0.47,13.15,10.12,4.0,0.0
20200319:2330,0.0,2.35,0.08,2.06,10.43,4.14,0.0
20200320:0030,0.0,0.0,0.0,0.0,11.61,5.24,0.0
20200320:0130,0.0,0.0,0.0,0.0,13.95,7.1,0.0
20200320:0230,0.0,0.0,0.0,0.0,15.96,7.93,0.0
20200320:0330,0.0,0.0,0.0,0.0,16.73,8.0,0.0
20200320:0430,0.0,0.0,0.0,0.0,17.08,8.34,0.0
20200320:0530,0.0,0.0,0.0,0.0,17.33,8.48,0.0
20200320:0630,0.0,0.0,0.0,0.0,17.38,7.79,0.0
20200320:0730,0.0,0.0,0.0,0.0,17.46,7.86,0.0
20200320:0830,0.0,0.0,0.0,0.0,17.76,7.93,0.0
20200320:0930,0.0,0.0,0.0,0.0,17.8,8.14,0.0
20200320:1030,0.0,0.0,0.0,0.0,17.76,7.66,0.0
20200320:1130,0.0,0.0,0.0,-2.47,17.09,8.07,0.0
20200320:1230,21.58,26.14,1.31,8.71,17.23,8.28,0.0
20200320:1330,66.18,95.08,4.44,19.6,16.51,8.48,0.0
20200320:1430,121.46,143.29,7.09,29.77,16.54,8.76,0.0
20200320:1530,427.63,197.43,14.59,38.58,12.56,8.41,0.0
20200320:1630,572.58,225.03,18.28,45.08,10.06,7.52,0.0
20200320:1730,485.16,333.94,19.57,48.09,10.1,6.83,0.0
20200320:1830,300.5,347.37,16.67,46.84,10.33,6.97,0.0
20200320:1930,255.55,291.29,14.14,41.67,10.17,7.24,0.0
20200320:2030,198.78,239.8,11.45,33.7,9.64,6.69,0.0
20200320:2130,139.28,168.22,8.05,24.01,8.99,6.34,0.0
20200320:2230,15.96,75.09,2.85,13.36,8.08,6.28,0.0
20200320:2330,0.0,13.69,0.47,2.26,6.85,5.79,0.0
20200321:0030,0.0,0.0,0.0,0.0,5.61,6.07,0.0
20200321:0130,0.0,0.0,0.0,0.0,4.12,6.14,0.0
20200321:0230,0.0,0.0,0.0,0.0,2.58,5.86,0.0
20200321:0330,0.0,0.0,0.0,0.0,1.06,5.72,0.0
20200321:0430,0.0,0.0,0.0,0.0,-0.14,5.38,0.0
20200321:0530,0.0,0.0,0.0,0.0,-1.0,4.83,0.0
20200321:0630,0.0,0.0,0.0,0.0,-1.53,4.28,0.0
20200321:0730,0.0,0.0,0.0,0.0,-1.52,4.83,0.0
20200321:0830,0.0,0.0,0.0,0.0,-1.64,5.03,0.0
20200321:0930,0.0,0.0,0.0,0.0,-1.69,5.24,0.0
20200321:1030,0.0,0.0,0.0,0.0,-1.74,5.1,0.0
20200321:1130,0.0,0.0,0.0,-2.14,-1.8,4.9,0.0
20200321:1230,0.46,48.71,1.68,9.03,-1.83,4.76,0.0
20200321:1330,22.58,105.16,4.01,19.94,-1.68,4.62,0.0
20200321:1430,32.94,197.12,7.3,30.12,-1.37,4.48,0.0
20200321:1530,107.79,268.6,10.95,38.96,-0.87,4.41,0.0
20200321:1630,81.97,298.81,11.57,45.48,-0.27,4.21,0.0
20200321:1730,175.15,335.81,14.3,48.49,0.15,3.93,0.0
20200321:1830,84.84,289.03,11.31,47.21,0.76,3.79,0.0
20200321:1930,100.44,227.6,9.54,41.99,0.75,3.52,0.0
20200321:2030,104.8,222.8,9.37,33.97,0.91,3.24,0.0
20200321:2130,11.67,134.23,4.81,24.25,1.18,3.17,0.0
20200321:2230,9.04,82.0,2.97,13.58,0.94,3.03,0.0
20200321:2330,0.81,15.31,0.55,2.47,0.69,2.83,0.0
20200322:0030,0.0,0.0,0.0,0.0,0.3,2.55,0.0
20200322:0130,0.0,0.0,0.0,0.0,-0.07,2.34,0.0
20200322:0230,0.0,0.0,0.0,0.0,-0.57,2.21,0.0
20200322:0330,0.0,0.0,0.0,0.0,-1.21,2.21,0.0
20200322:0430,0.0,0.0,0.0,0.0,-1.76,2.28,0.0
20200322:0530,0.0,0.0,0.0,0.0,-2.27,2.48,0.0
20200322:0630,0.0,0.0,0.0,0.0,-2.71,2.83,0.0
20200322:0730,0.0,0.0,0.0,0.0,-2.49,2.48,0.0
20200322:0830,0.0,0.0,0.0,0.0,-2.87,3.03,0.0
20200322:0930,0.0,0.0,0.0,0.0,-3.1,3.59,0.0
20200322:1030,0.0,0.0,0.0,0.0,-3.26,3.17,0.0
20200322:1130,0.0,0.0,0.0,-1.82,-3.38,2.97,0.0
20200322:1230,102.73,50.98,3.76,9.36,-3.22,3.03,0.0
20200322:1330,324.83,91.37,9.57,20.27,-1.7,4.28,0.0
20200322:1430,519.95,132.32,14.81,30.48,-0.21,4.97,0.0
20200322:1530,647.95,174.42,18.64,39.33,1.02,4.9,0.0
20200322:1630,896.37,125.37,22.8,45.88,2.04,4.97,0.0
20200322:1730,522.63,337.57,20.54,48.89,3.03,5.1,0.0
20200322:1830,219.72,372.34,16.18,47.57,3.54,4.83,0.0
20200322:1930,102.15,323.57,12.68,42.3,3.71,5.1,0.0
20200322:2030,40.84,237.05,8.8,34.24,3.92,5.1,0.0
20200322:2130,11.8,140.57,5.03,24.48,3.67,4.76,0.0
20200322:2230,0.19,42.57,1.47,13.79,2.87,5.1,0.0
20200322:2330,0.0,5.59,0.19,2.67,1.77,4.28,0.0
20200323:0030,0.0,0.0,0.0,0.0,0.99,3.72,0.0
20200323:0130,0.0,0.0,0.0,0.0,0.71,3.52,0.0
20200323:0230,0.0,0.0,0.0,0.0,0.69,3.1,0.0
20200323:0330,0.0,0.0,0.0,0.0,0.84,2.76,0.0
20200323:0430,0.0,0.0,0.0,0.0,0.92,2.62,0.0
20200323:0530,0.0,0.0,0.0,0.0,1.11,2.41,0.0
20200323:0630,0.0,0.0,0.0,0.0,1.17,2.28,0.0
20200323:0730,0.0,0.0,0.0,0.0,1.37,2.28,0.0
20200323:0830,0.0,0.0,0.0,0.0,1.38,2.14,0.0
20200323:0930,0.0,0.0,0.0,0.0,1.38,2.28,0.0
20200323:1030,0.0,0.0,0.0,0.0,1.3,2.48,0.0
20200323:1130,0.0,0.0,0.0,-1.5,1.18,2.41,0.0
20200323:1230,11.3,23.71,1.06,9.68,1.17,2.28,0.0
20200323:1330,7.28,72.7,2.64,20.6,1.42,2.41,0.0
20200323:1430,34.4,143.47,5.56,30.83,1.86,2.41,0.0
20200323:1530,208.22,297.12,13.6,39.71,2.77,2.21,0.0
20200323:1630,394.06,319.75,17.7,46.27,4.62,2.21,0.0
20200323:1730,434.4,276.9,17.33,49.28,6.22,2.97,0.0
20200323:1830,208.88,279.53,13.21,47.94,7.21,3.24,0.0
20200323:1930,145.92,253.98,11.23,42.62,6.89,2.76,0.0
20200323:2030,182.8,208.41,10.38,34.51,7.24,2.62,0.0
20200323:2130,86.41,149.58,6.67,24.71,7.58,2.97,0.0
20200323:2230,29.11,75.83,3.15,14.0,7.48,3.24,0.0
20200323:2330,3.69,11.65,0.52,2.88,7.07,2.9,0.0
20200324:0030,0.0,0.0,0.0,0.0,6.28,2.21,0.0
20200324:0130,0.0,0.0,0.0,0.0,5.79,1.72,0.0
20200324:0230,0.0,0.0,0.0,0.0,5.19,1.45,0.0
20200324:0330,0.0,0.0,0.0,0.0,4.39,1.45,0.0
20200324:0430,0.0,0.0,0.0,0.0,3.27,1.59,0.0
20200324:0530,0.0,0.0,0.0,0.0,2.23,1.66,0.0
20200324:0630,0.0,0.0,0.0,0.0,1.47,1.59,0.0
20200324:0730,0.0,0.0,0.0,0.0,0.79,1.38,0.0
20200324:0830,0.0,0.0,0.0,0.0,0.3,1.52,0.0
20200324:0930,0.0,0.0,0.0,0.0,0.38,1.72,0.0
20200324:1030,0.0,0.0,0.0,0.0,0.55,1.86,0.0
20200324:1130,0.0,0.0,0.0,-1.18,0.11,1.72,0.0
20200324:1230,59.85,44.71,2.81,10.0,0.04,1.45,0.0
20200324:1330,107.53,117.98,6.07,20.94,2.59,1.31,0.0
20200324:1430,172.96,183.94,9.45,31.18,3.99,1.79,0.0
20200324:1530,185.79,220.9,10.93,40.09,4.85,2.28,0.0
20200324:1630,200.34,293.31,13.5,46.67,5.56,2.55,0.0
20200324:1730,220.28,352.44,15.7,49.68,6.28,2.76,0.0
20200324:1830,354.49,348.35,17.9,48.3,7.04,3.1,0.0
20200324:1930,239.57,312.47,14.71,42.93,7.23,3.72,0.0
20200324:2030,130.4,257.14,10.99,34.77,7.16,4.07,0.0
20200324:2130,49.61,160.45,6.38,24.94,6.81,4.34,0.0
20200324:2230,20.22,91.95,3.53,14.21,5.7,4.55,0.0
20200324:2330,0.72,16.22,0.58,3.08,4.54,4.14,0.0
20200325:0030,0.0,0.0,0.0,0.0,3.29,3.66,0.0
20200325:0130,0.0,0.0,0.0,0.0,2.68,3.52,0.0
20200325:0230,0.0,0.0,0.0,0.0,2.35,3.45,0.0
20200325:0330,0.0,0.0,0.0,0.0,2.13,3.17,0.0
20200325:0430,0.0,0.0,0.0,0.0,2.03,2.97,0.0
20200325:0530,0.0,0.0,0.0,0.0,1.93,2.76,0.0
20200325:0630,0.0,0.0,0.0,0.0,1.66,2.62,0.0
20200325:0730,0.0,0.0,0.0,0.0,0.7,2.21,0.0
20200325:0830,0.0,0.0,0.0,0.0,0.33,2.34,0.0
20200325:0930,0.0,0.0,0.0,0.0,0.01,2.41,0.0
20200325:1030,0.0,0.0,0.0,0.0,-0.19,2.28,0.0
20200325:1130,0.0,0.0,0.0,-0.86,-0.3,2.07,0.0
20200325:1230,80.39,52.49,3.56,10.33,-0.36,1.72,0.0
20200325:1330,227.42,110.99,8.36,21.27,1.29,1.17,0.0
20200325:1430,460.48,151.54,14.41,31.53,3.18,0.76,0.0
20200325:1530,654.9,170.81,19.09,40.46,5.37,0.69,0.0
20200325:1630,864.87,133.4,22.74,47.07,7.47,0.76,0.0
20200325:1730,929.86,127.22,24.02,50.08,9.37,1.03,0.0
20200325:1830,898.99,126.37,23.32,48.67,10.93,0.97,0.0
20200325:1930,798.62,118.73,20.94,43.24,11.87,1.79,0.0
20200325:2030,629.04,106.83,16.95,35.03,12.92,2.41,0.0
20200325:2130,411.69,89.0,11.76,25.17,13.47,2.55,0.0
20200325:2230,184.27,59.66,6.04,14.42,13.51,2.41,0.0
20200325:2330,18.9,10.63,1.14,3.28,12.9,1.72,0.0
20200326:0030,0.0,0.0,0.0,0.0,11.39,2.34,0.0
20200326:0130,0.0,0.0,0.0,0.0,9.5,2.55,0.0
20200326:0230,0.0,0.0,0.0,0.0,8.28,2.69,0.0
20200326:0330,0.0,0.0,0.0,0.0,7.44,3.03,0.0
20200326:0430,0.0,0.0,0.0,0.0,7.47,3.03,0.0
20200326:0530,0.0,0.0,0.0,0.0,7.41,3.45,0.0
20200326:0630,0.0,0.0,0.0,0.0,7.48,3.86,0.0
20200326:0730,0.0,0.0,0.0,0.0,7.64,3.72,0.0
20200326:0830,0.0,0.0,0.0,0.0,7.95,4.07,0.0
20200326:0930,0.0,0.0,0.0,0.0,7.68,4.21,0.0
20200326:1030,0.0,0.0,0.0,0.0,7.25,4.21,0.0
20200326:1130,0.0,0.0,0.0,-0.54,6.96,4.48,0.0
20200326:1230,99.89,49.05,3.98,10.65,7.21,4.83,0.0
20200326:1330,243.49,101.39,8.53,21.6,8.89,4.41,0.0
20200326:1430,368.71,155.72,12.7,31.88,10.67,4.97,0.0
20200326:1530,683.52,136.92,19.01,40.84,12.3,5.03,0.0
20200326:1630,766.65,170.44,21.64,47.47,14.55,5.17,0.0
20200326:1730,216.21,279.91,13.49,50.48,16.0,5.59,0.0
20200326:1830,190.54,250.79,12.1,49.03,16.08,4.62,0.0
20200326:1930,25.34,185.26,6.84,43.55,16.61,3.38,0.0
20200326:2030,24.19,128.9,4.91,35.3,16.24,2.34,0.0
20200326:2130,17.39,103.69,3.91,25.4,15.5,2.07,0.0
20200326:2230,10.07,43.01,1.7,14.63,14.46,2.55,0.0
20200326:2330,2.06,8.32,0.37,3.49,12.75,3.24,0.0
20200327:0030,0.0,0.0,0.0,0.0,11.38,3.31,0.0
20200327:0130,0.0,0.0,0.0,0.0,10.25,3.79,0.0
20200327:0230,0.0,0.0,0.0,0.0,8.91,4.34,0.0
20200327:0330,0.0,0.0,0.0,0.0,7.56,4.14,0.0
20200327:0430,0.0,0.0,0.0,0.0,6.44,3.72,0.0
20200327:0530,0.0,0.0,0.0,0.0,5.48,3.38,0.0
20200327:0630,0.0,0.0,0.0,0.0,4.65,2.97,0.0
20200327:0730,0.0,0.0,0.0,0.0,4.59,3.59,0.0
20200327:0830,0.0,0.0,0.0,0.0,4.09,3.86,0.0
20200327:0930,0.0,0.0,0.0,0.0,3.55,4.07,0.0
20200327:1030,0.0,0.0,0.0,0.0,3.18,3.45,0.0
20200327:1130,0.0,0.0,0.0,-0.22,3.01,3.31,0.0
20200327:1230,4.5,39.95,1.48,10.97,2.9,3.52,0.0
20200327:1330,17.4,120.58,4.48,21.93,3.1,4.0,0.0
20200327:1430,42.38,198.36,7.58,32.23,3.78,4.14,0.0
20200327:1530,41.43,244.85,9.14,41.21,4.61,4.34,0.0
20200327:1630,84.75,287.05,11.34,47.86,5.17,4.76,0.0
20200327:1730,130.45,276.38,11.84,50.87,6.0,5.1,0.0
20200327:1830,159.82,315.87,13.61,49.39,6.52,4.97,0.0
20200327:1930,104.42,244.32,10.28,43.86,7.49,4.9,0.0
20200327:2030,68.1,175.0,7.31,35.55,7.59,4.28,0.0
20200327:2130,131.84,161.93,8.06,25.63,7.23,4.55,0.0
20200327:2230,53.1,90.7,4.21,14.84,7.28,4.55,0.0
20200327:2330,4.5,17.33,0.83,3.69,6.56,3.79,0.0
20200328:0030,0.0,0.0,0.0,0.0,5.57,3.52,0.0
20200328:0130,0.0,0.0,0.0,0.0,4.9,4.0,0.0
20200328:0230,0.0,0.0,0.0,0.0,4.44,3.79,0.0
20200328:0330,0.0,0.0,0.0,0.0,4.13,4.14,0.0
20200328:0430,0.0,0.0,0.0,0.0,4.12,4.07,0.0
20200328:0530,0.0,0.0,0.0,0.0,4.36,4.21,0.0
20200328:0630,0.0,0.0,0.0,0.0,4.83,4.07,0.0
20200328:0730,0.0,0.0,0.0,0.0,5.83,3.1,0.0
20200328:0830,0.0,0.0,0.0,0.0,6.44,2.62,0.0
20200328:0930,0.0,0.0,0.0,0.0,6.8,2.76,0.0
20200328:1030,0.0,0.0,0.0,0.0,6.85,3.1,0.0
20200328:1130,0.0,1.94,0.07,0.1,6.85,2.97,0.0
20200328:1230,0.0,19.74,0.68,11.29,6.85,2.83,0.0
20200328:1330,0.0,40.51,1.39,22.26,7.13,2.34,0.0
20200328:1430,4.48,122.24,4.29,32.58,7.65,2.14,0.0
20200328:1530,64.47,215.01,8.59,41.58,9.17,2.21,0.0
20200328:1630,90.55,246.53,10.14,48.26,11.82,1.52,0.0
20200328:1730,98.13,240.17,10.09,51.27,13.62,1.1,0.0
20200328:1830,64.27,261.87,10.16,49.75,14.4,1.17,0.0
20200328:1930,98.94,253.46,10.5,44.17,11.36,3.03,0.0
20200328:2030,21.65,173.99,6.39,35.81,11.67,2.28,0.0
20200328:2130,3.36,102.35,3.59,25.85,11.67,2.07,0.0
20200328:2230,0.0,35.09,1.21,15.04,11.37,2.14,0.0
20200328:2330,0.0,11.38,0.39,3.89,10.22,2.69,0.0
20200329:0030,0.0,0.0,0.0,0.0,9.03,2.83,0.0
20200329:0130,0.0,0.0,0.0,0.0,8.43,2.97,0.0
20200329:0230,0.0,0.0,0.0,0.0,8.45,2.9,0.0
20200329:0330,0.0,0.0,0.0,0.0,8.88,2.55,0.0
20200329:0430,0.0,0.0,0.0,0.0,9.56,2.9,0.0
20200329:0530,0.0,0.0,0.0,0.0,10.46,3.1,0.0
20200329:0630,0.0,0.0,0.0,0.0,12.28,3.1,0.0
